DataYear,Testname,TestDate,DistrictNumber,DistrictType,SchoolNumber,DistrictName,SchoolName,Grade,Subject,ReportOrder,ReportCategory,ReportDescription,Filtered,CountTested,CountLevel1,CountLevel2,CountLevel3,CountLevel4,CountLevel5,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentLevel5,AverageScore,AverageScorePrompt1,AverageScorePrompt2,AverageScorePrompt3,AverageScorePrompt4,SchoolClassification,GradeEnrollment,K12Enrollment,FilterThreshold,PublicSchool,index,City,District,School
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,9,"Special Education","Receiving Special Education Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,10,"Limited English Proficient","Eligible for LEP Services",N,57,29,23,4,1,0,50.88,40.35,7.02,1.75,0,1187.02,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,56,29,22,4,1,0,51.79,39.29,7.14,1.79,0,1186.79,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,12,"Student Stability","Enrolled in Same School On October 1",N,62,30,25,6,1,0,48.39,40.32,9.68,1.61,0,1198.87,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,1,"All Categories","All Students",N,66,36,19,9,2,0,54.55,28.79,13.64,3.03,0,1252.27,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,63,35,18,8,2,0,55.56,28.57,12.7,3.17,0,1248.25,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,4,Race/Ethnicity,3-Hispanic,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,5,Race/Ethnicity,4-Black,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,7,Gender,Male,N,35,20,10,4,1,0,57.14,28.57,11.43,2.86,0,1228.86,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,8,Gender,Female,N,31,16,9,5,1,0,51.61,29.03,16.13,3.23,0,1278.71,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,9,"Special Education","Receiving Special Education Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,10,"Limited English Proficient","Eligible for LEP Services",N,57,35,15,7,0,0,61.4,26.32,12.28,0,0,1228.77,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,56,31,15,9,1,0,55.36,26.79,16.07,1.79,0,1248.93,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,12,"Student Stability","Enrolled in Same School On October 1",N,62,34,17,9,2,0,54.84,27.42,14.52,3.23,0,1249.84,NULL,NULL,NULL,NULL,10,67,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,1,"All Categories","All Students",N,67,17,27,15,8,0,25.37,40.3,22.39,11.94,0,1340.9,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,63,16,26,13,8,0,25.4,41.27,20.63,12.7,0,1339.21,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,5,Race/Ethnicity,4-Black,Y,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,7,Gender,Male,N,28,6,13,6,3,0,21.43,46.43,21.43,10.71,0,1342.86,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,8,Gender,Female,N,39,11,14,9,5,0,28.21,35.9,23.08,12.82,0,1339.49,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,9,"Special Education","Receiving Special Education Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,10,"Limited English Proficient","Eligible for LEP Services",N,48,15,24,7,2,0,31.25,50,14.58,4.17,0,1303.33,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,65,17,26,15,7,0,26.15,40,23.08,10.77,0,1338,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,12,"Student Stability","Enrolled in Same School On October 1",N,65,17,25,15,8,0,26.15,38.46,23.08,12.31,0,1341.54,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,1,"All Categories","All Students",N,67,21,21,13,9,3,31.34,31.34,19.4,13.43,4.48,1345.37,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,63,20,20,13,7,3,31.75,31.75,20.63,11.11,4.76,1341.59,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,5,Race/Ethnicity,4-Black,Y,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,7,Gender,Male,N,28,10,8,4,5,1,35.71,28.57,14.29,17.86,3.57,1349.29,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,8,Gender,Female,N,39,11,13,9,4,2,28.21,33.33,23.08,10.26,5.13,1342.56,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,9,"Special Education","Receiving Special Education Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,10,"Limited English Proficient","Eligible for LEP Services",N,48,19,17,8,4,0,39.58,35.42,16.67,8.33,0,1289.79,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,65,20,21,13,9,2,30.77,32.31,20,13.85,3.08,1339.85,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/09/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,12,"Student Stability","Enrolled in Same School On October 1",N,65,21,19,13,9,3,32.31,29.23,20,13.85,4.62,1347.08,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/11/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,1,"All Categories","All Students",N,65,14,19,12,19,1,21.54,29.23,18.46,29.23,1.54,NULL,1317.5,1393.75,1439.41,1281.88,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/11/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,61,13,18,10,19,1,21.31,29.51,16.39,31.15,1.64,NULL,1316,1393.75,1437.5,1294.29,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/11/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,5,Race/Ethnicity,4-Black,Y,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/11/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,7,Gender,Male,N,26,4,8,6,7,1,15.38,30.77,23.08,26.92,3.85,NULL,1437.5,1566,1375,1350,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/11/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,8,Gender,Female,N,39,10,11,6,12,0,25.64,28.21,15.38,30.77,0,NULL,1197.5,1315.45,1496.67,1250.91,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/11/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,9,"Special Education","Receiving Special Education Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/11/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,10,"Limited English Proficient","Eligible for LEP Services",N,46,11,15,9,11,0,23.91,32.61,19.57,23.91,0,NULL,1240.83,1395.83,1396.36,1277.27,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/11/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,63,13,19,12,18,1,20.63,30.16,19.05,28.57,1.59,NULL,1325.71,1393.75,1439.41,1281.88,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/11/2004,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,12,"Student Stability","Enrolled in Same School On October 1",N,63,14,17,12,19,1,22.22,26.98,19.05,30.16,1.59,NULL,1320,1393.75,1439.41,1274,10,69,456,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,1,"All Categories","All Students",N,22,7,9,5,1,0,31.82,40.91,22.73,4.55,0,1264.55,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,4,Race/Ethnicity,3-Hispanic,N,21,7,9,4,1,0,33.33,42.86,19.05,4.76,0,1255.71,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,6,Race/Ethnicity,5-White,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,7,Gender,Male,N,10,4,3,2,1,0,40,30,20,10,0,1286,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,8,Gender,Female,N,12,3,6,3,0,0,25,50,25,0,0,1246.67,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,10,"Limited English Proficient","Eligible for LEP Services",N,14,4,6,3,1,0,28.57,42.86,21.43,7.14,0,1295.71,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,18,6,7,4,1,0,33.33,38.89,22.22,5.56,0,1255.56,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,12,"Student Stability","Enrolled in Same School On October 1",N,21,6,9,5,1,0,28.57,42.86,23.81,4.76,0,1269.05,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,13,MigrantStatus,"Eligible for Migrant Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,R,1,"All Categories","All Students",N,23,10,5,3,4,1,43.48,21.74,13.04,17.39,4.35,1323.04,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,R,4,Race/Ethnicity,3-Hispanic,N,22,10,5,3,4,0,45.45,22.73,13.64,18.18,0,1304.09,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,R,6,Race/Ethnicity,5-White,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,R,7,Gender,Male,N,10,5,2,1,2,0,50,20,10,20,0,1296,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,R,8,Gender,Female,N,13,5,3,2,2,1,38.46,23.08,15.38,15.38,7.69,1343.85,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,R,10,"Limited English Proficient","Eligible for LEP Services",N,15,6,5,1,3,0,40,33.33,6.67,20,0,1290,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,19,8,5,2,3,1,42.11,26.32,10.53,15.79,5.26,1319.47,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,R,12,"Student Stability","Enrolled in Same School On October 1",N,22,9,5,3,4,1,40.91,22.73,13.64,18.18,4.55,1330,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/09/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,R,13,MigrantStatus,"Eligible for Migrant Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,24,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,M,1,"All Categories","All Students",N,13,8,2,0,3,0,61.54,15.38,0,23.08,0,1285.38,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,M,4,Race/Ethnicity,3-Hispanic,N,12,7,2,0,3,0,58.33,16.67,0,25,0,1292.5,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,M,5,Race/Ethnicity,4-Black,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,M,7,Gender,Male,Y,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
03-04,MCA,03/15/2004,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",5,M,8,Gender,Female,Y,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,241,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
